name,points,division,age,w_l_d,stance,residence,rank,stars,last6,last5,last4,last3,last2,last1,lagged
Michael Glasscox,.058,cruiser,35,6 3 2,orthodox,"Columbus, USA",8405,1,D,W,D,NC,L,L,8404
Roberto Medina,.058,welter,25,6 3 0,,"Monterrey, Mexico",8406,1,W,W,W,L,L,L,8405
Tommy Logan,.058,super feather,31,5 3 0,orthodox,"Lake Worth, USA",8407,1,W,L,L,W,L,W,8406
Jomar Fajardo,.058,bantam,28,17 18 2,orthodox,"Binangonan, Philippines",8408,1,L,L,W,L,L,L,8407
Juan Eleuterio Lencina,.058,super light,36,22 4 3,southpaw,"Bragado, Argentina",8409,1,L,L,W,L,W,L,8408
Yoel Finol*,.058,bantam,24,2 0 0,southpaw,"Merida, Venezuela",8410,1,Blank,Blank,Blank,Blank,W,W,8409
Braian Martinez,.058,light,,2 2 0,,"Lujan, Argentina",8411,1,Blank,Blank,W,L,L,W,8410
Ferenc Albert,.058,light heavy,27,27 18 0,orthodox,"Jánoshalma, Hungary",8412,1,L,L,L,W,L,L,8411
Kenny Williams,.058,super light,33,4 6 1,orthodox,"San Antonio, USA",8413,1,NC,L,L,L,L,W,8412
Jay Hughes,.058,light,33,8 0 0,orthodox,"Trimdon, United Kingdom",8414,1,W,W,W,W,W,W,8413
Erick Rosales,.058,super light,27,7 10 0,,"Cuautitlan Izcalli, Mexico",8415,1,W,W,L,L,L,L,8414
Jemsi Kibazange,.058,super fly,24,12 5 2,orthodox,"Dar-Es-Salaam, Tanzania",8416,1,W,W,L,W,L,L,8415
Miguel Angel Vazquez,.058,super welter,25,10 11 2,,"Tonala, Mexico",8417,1,L,L,L,L,L,L,8416
JA Metcalfe,.058,super middle,19,1 0 0,orthodox,"Cudworth, Barnsley, United Kingdom",8418,1,Blank,Blank,Blank,Blank,Blank,W,8417
Javonn Barnes,.058,middle,37,13 0 1,orthodox,"Atlanta, USA",8419,1,W,W,W,W,W,D,8418
Geram Eloyan*,.058,feather,28,4 1 0,,"Brussels, Belgium",8420,1,Blank,W,W,L,W,W,8419
Tanawat Phonnaku,.058,feather,33,31 14 1,southpaw,"Sakon Nakhon, Thailand",8421,1,W,L,L,L,L,L,8420
Darnell Price,.058,cruiser,29,5 0 0,orthodox,"Desert Hot Springs, USA",8422,1,Blank,W,W,W,W,W,8421
Gabriel Kafi,.058,super welter,24,3 5 1,orthodox,"Fortitude Valley, Australia",8423,1,L,W,W,L,L,L,8422
Mohamed Cherif Benchadi,.058,light heavy,36,4 2 1,,"Roubaix, France",8424,1,W,W,W,L,L,D,8423
Mohamed Suleiman Kartoum,.058,super light,19,2 0 0,,"Aulnay-sous-Bois, France",8425,1,Blank,Blank,Blank,Blank,W,W,8424
Victor Gonzalez,.058,light,,6 1 1,,"Guadalajara, Mexico",8426,1,L,W,D,W,W,W,8425
Chris Jenkinson,.058,super welter,37,12 74 3,orthodox,"Bolton, United Kingdom",8427,1,L,L,L,L,L,W,8426
Baldo Mira,.058,super bantam,23,7 0 0,,"Malaga, Spain",8428,1,W,W,W,W,W,W,8427
Lee Gunter,.058,welter,24,4 10 0,orthodox,"Cannock, United Kingdom",8429,1,W,L,L,L,L,L,8428
Erik Humberto Castillo*,.058,super light,21,9 3 0,orthodox,"San Diego, USA",8430,1,W,W,W,W,L,L,8429
Juan Centeno,.057,super bantam,25,4 5 2,orthodox,"Miami, USA",8431,1,L,L,W,L,L,D,8430
Corey Champion,.057,welter,22,2 3 0,,"Louisa, USA",8432,1,Blank,W,L,L,L,W,8431
Abraham Oliva Mejia,.057,super light,,1 0 0,,"Oaxaca, Mexico",8433,1,Blank,Blank,Blank,Blank,Blank,W,8432
Darnell Parker,.057,welter,30,4 2 0,orthodox,"Kansas City, USA",8434,1,L,W,W,W,W,L,8433
Takuya Fujii,.057,welter,32,7 6 0,orthodox,Japan,8435,1,W,L,W,L,W,L,8434
Riza Baydilli*,.057,heavy,39,6 0 0,,"Rahden, Germany",8436,1,W,W,W,W,W,W,8435
Alex Solorio,.057,super feather,24,4 6 0,,"San Quintin, Mexico",8437,1,L,W,L,L,L,L,8436
Jesus Cervantes Villanueva,.057,fly,20,10 9 0,,"Guasave, Mexico",8438,1,L,W,L,L,L,W,8437
Vladimir Belujsky*,.057,light heavy,25,10 3 1,orthodox,"Mitchelstown, Ireland",8439,1,W,W,L,W,W,W,8438
Martin Urias,.057,super light,24,7 0 0,orthodox,"Rancho Cucamonga, USA",8440,1,W,W,W,W,W,W,8439
Dennis Padua,.057,super welter,36,11 16 2,orthodox,"Guimba, Philippines",8441,1,L,W,L,L,L,L,8440
Hlumelo Makhonco,.057,super fly,,3 2 1,,"Duncan Village, South Africa",8442,1,W,W,D,W,L,L,8441
Eddie Jackson,.057,cruiser,43,1 0 0,orthodox,"Los Angeles, USA",8443,1,Blank,Blank,Blank,Blank,Blank,W,8442
Jun Funatsu,.057,middle,27,5 4 2,orthodox,Japan,8444,1,W,W,D,D,W,L,8443
Kiril Psonko,.057,light heavy,34,18 44 2,orthodox,"Klaipeda, Lithuania",8445,1,L,W,L,W,L,L,8444
Abel Daniel Niz,.057,welter,27,2 7 0,orthodox,"San Francisco Solano, Argentina",8446,1,W,L,L,L,W,L,8445
Antonio Mignella,.057,heavy,33,6 4 1,,"Houma, USA",8447,1,L,L,W,L,W,D,8446
Yong Peng,.057,super feather,28,8 12 3,orthodox,"Taiyuan, China",8448,1,L,W,L,L,D,L,8447
Joel Montes,.057,super welter,,10 2 2,,"Nuevo Laredo, Mexico",8449,1,D,W,D,W,L,L,8448
Claudio Grande,.057,bantam,25,5 0 0,,"Massa, Italy",8450,1,Blank,W,W,W,W,W,8449
Mohammed Elkerm,.057,middle,27,1 2 0,orthodox,"Banha, Egypt",8451,1,Blank,Blank,Blank,W,L,L,8450
Alberto Martinez Perez,.057,super fly,22,5 4 0,orthodox,"Mexico City, Mexico",8452,1,L,L,W,L,L,W,8451
Ivan Herrera,.057,super welter,30,3 6 0,orthodox,"Los Teques, Venezuela",8453,1,W,L,L,L,L,L,8452
Dylan Courtney,.057,light heavy,25,1 1 0,orthodox,"Penzance, United Kingdom",8454,1,Blank,Blank,Blank,Blank,L,W,8453
Waziri A Mbonde*,.057,super light,32,4 1 0,,Tanzania,8455,1,Blank,W,W,W,L,W,8454
Erick Daniel Martinez,.057,middle,29,13 16 1,orthodox,"Tijuana, Mexico",8456,1,L,L,L,L,L,L,8455
Daniel Hoil,.057,feather,,2 3 2,,"Playa del Carmen, Mexico",8457,1,L,D,L,W,W,D,8456
Muhammed Ali Durmaz,.057,heavy,39,31 29 0,orthodox,"Baden-Baden, Germany",8458,1,W,W,W,L,W,W,8457
Takaaki Maeda,.057,light fly,37,3 6 1,orthodox,"Kobe, Japan",8459,1,L,L,L,L,L,D,8458
Robert Weisen,.057,cruiser,31,2 0 0,orthodox,"Pittsburgh, USA",8460,1,Blank,Blank,Blank,Blank,W,W,8459
Jovanny Agdael Soto,.057,light,36,42 24 1,orthodox,"Guasave, Mexico",8461,1,L,L,L,W,L,W,8460
Mohammed Zaidain,.056,super middle,,1 0 0,,Australia,8462,1,Blank,Blank,Blank,Blank,Blank,W,8461
Kuldeep Dhanda,.056,light,31,9 2 0,orthodox,"Chandigarh, India",8463,1,W,L,W,L,W,W,8462
Luca Esposito,.056,super middle,33,6 4 0,orthodox,"Pasian di Prato, Italy",8464,1,W,L,W,W,L,W,8463
Eldor Abdukodirov,.056,middle,23,3 1 0,,"Lyubertsy, Russia",8465,1,Blank,Blank,W,W,L,W,8464
Takahiro Tai,.056,super bantam,23,1 0 0,,"Himeji, Japan",8466,1,Blank,Blank,Blank,Blank,Blank,W,8465
Wicha Phulaikhao,.056,fly,39,61 14 2,orthodox,"Chaiyaphum, Thailand",8467,1,L,L,W,L,L,L,8466
Ebenestus Kaangundue,.056,super welter,31,6 5 0,orthodox,"Windhoek, Namibia",8468,1,W,W,L,L,L,L,8467
Ruben Maheda,.056,welter,21,4 0 1,,"Cancun, Mexico",8469,1,Blank,W,W,W,D,W,8468
Moses Johnson,.056,heavy,28,6 0 0,orthodox,"Huntington, USA",8470,1,W,W,W,W,W,W,8469
Stephen Edwards,.056,super welter,34,14 1 1,,"Davenport, USA",8471,1,W,L,W,W,W,W,8470
Hiroya Nojima*,.056,welter,25,4 1 0,orthodox,"Nagoya, Japan",8472,1,Blank,W,W,W,L,W,8471
Kaan Hawes,.056,super welter,34,5 2 1,orthodox,"Witham, United Kingdom",8473,1,D,W,W,W,L,L,8472
Shawn West,.056,welter,31,5 2 0,,"Davenport, USA",8474,1,W,W,L,W,W,L,8473
Jahaziel Vazquez,.056,super feather,31,2 10 0,,"Monterrey, Mexico",8475,1,L,L,W,L,L,L,8474
Pasith Visetso,.056,super bantam,19,3 1 0,,Thailand,8476,1,Blank,Blank,L,W,W,W,8475
Gino Natalio Godoy*,.056,middle,32,21 2 0,orthodox,"Centenario, Argentina",8477,1,W,W,W,W,W,W,8476
Patryk Cichy,.056,middle,,1 1 0,orthodox,"Poznan, Poland",8478,1,Blank,Blank,Blank,Blank,W,L,8477
Mykola Keush,.056,super light,20,1 0 0,,"Kiev, Ukraine",8479,1,Blank,Blank,Blank,Blank,Blank,W,8478
Victor Matute,.056,super bantam,28,10 2 0,orthodox,"El Tigre, Venezuela",8480,1,W,W,W,W,L,L,8479
Andrew Smart,.056,light,26,3 0 0,orthodox,"Elgin, United Kingdom",8481,1,Blank,Blank,Blank,W,W,W,8480
Dwain Victorian,.056,welter,29,5 5 1,orthodox,"Buena Park, USA",8482,1,L,L,W,D,L,L,8481
Enir Mrkonjic,.056,cruiser,31,2 0 1,,"Zivinice, Bosnia And Herzegovina",8483,1,Blank,Blank,Blank,D,W,W,8482
Luke Evans,.056,super light,24,10 0 0,orthodox,"Salford, United Kingdom",8484,1,W,W,W,W,W,W,8483
Nkosinathi Biyana*,.056,bantam,,2 1 0,,South Africa,8485,1,Blank,Blank,Blank,W,W,L,8484
Riccardo Ritiro,.056,super light,18,1 0 0,,"Lippstadt, Germany",8486,1,Blank,Blank,Blank,Blank,Blank,W,8485
Manuel Correa,.056,super feather,29,7 0 0,,"Miami, USA",8487,1,W,W,W,W,W,W,8486
Ishmael Tetteh,.056,middle,39,35 16 2,orthodox,"Accra, Ghana",8488,1,W,W,L,L,L,W,8487
Eduardo Zuleta,.056,super welter,23,3 0 0,orthodox,"Copiapo, Chile",8489,1,Blank,Blank,Blank,W,W,W,8488
Jamel Reynolds,.056,cruiser,32,2 7 0,orthodox,"Los Angeles, USA",8490,1,L,W,L,L,L,W,8489
Antonio Rodriguez,.056,light,35,6 21 8,orthodox,"Madrid, Spain",8491,1,L,L,L,D,L,L,8490
Shawn Verdin,.056,cruiser,32,3 0 1,orthodox,"Houma, USA",8492,1,Blank,Blank,W,W,W,D,8491
Adauto Silva Dos Santos,.055,light,29,6 1 0,orthodox,"Belem, Brazil",8493,1,W,W,W,W,L,W,8492
Connor Burton,.055,feather,21,3 0 0,orthodox,"Manchester, United Kingdom",8494,1,Blank,Blank,Blank,W,W,W,8493
Vidal Rivera,.055,super feather,28,8 1 0,orthodox,"Camden, USA",8495,1,W,W,W,W,W,L,8494
Jun Liu,.055,super bantam,20,3 1 0,orthodox,"Da Lian, China",8496,1,Blank,Blank,W,W,W,L,8495
Maksim Bogancov,.055,super welter,27,5 0 0,,Germany,8497,1,Blank,W,W,W,W,W,8496
Sergio Perez de la Cruz,.055,light heavy,37,2 0 0,orthodox,"Sevilla, Spain",8498,1,Blank,Blank,Blank,Blank,W,W,8497
Cristian Javier Diaz,.055,welter,37,10 16 1,orthodox,"Puerto San Martín, Argentina",8499,1,L,L,W,L,W,L,8498
Satoshi Kimura,.055,super fly,36,4 4 2,southpaw,Japan,8500,1,W,D,L,D,L,W,8499
Faradji Said,.055,cruiser,,2 2 0,orthodox,"Cape Town, South Africa",8501,1,Blank,Blank,W,W,L,L,8500
Ricardo Humberto Ramirez,.055,heavy,40,14 7 0,orthodox,"Perito Moreno, Argentina",8502,1,W,L,L,L,L,L,8501
Dana Zaxo,.055,light heavy,25,6 0 0,orthodox,"Hammersmith, United Kingdom",8503,1,W,W,W,W,W,W,8502
Elvis de Jesus Garcia,.055,heavy,,8 2 0,,"Veracruz, Mexico",8504,1,W,W,W,L,W,W,8503
Gonzalo Omar Manriquez,.055,light,27,4 1 0,orthodox,"Mar del Plata, Argentina",8505,1,Blank,W,W,W,W,L,8504
Joshua Francis,.055,cruiser,25,10 1 1,orthodox,"Auckland, New Zealand",8506,1,W,W,W,W,W,W,8505
Walter Estrada,.055,light,44,46 31 1,southpaw,"Miami, USA",8507,1,L,L,L,L,L,L,8506
Giovanni Rijkaard,.055,cruiser,25,5 4 0,orthodox,"Amsterdam, Netherlands",8508,1,W,L,W,L,W,L,8507
Edwyn Flores*,.055,light,22,4 0 0,,"Tijuana, Mexico",8509,1,Blank,Blank,W,W,W,W,8508
Gabriel Jimenez Gomez,.055,light,,2 0 0,,"Mexico City, Mexico",8510,1,Blank,Blank,Blank,Blank,W,W,8509
Siphosethu Zingela,.055,bantam,,2 3 0,,"Makana, South Africa",8511,1,Blank,L,W,L,L,W,8510
Raphael Boquet,.055,welter,38,2 23 1,,"Evreux, France",8512,1,NC,L,L,L,L,L,8511
Nan He,.055,feather,19,1 0 0,,China,8513,1,Blank,Blank,Blank,Blank,Blank,W,8512
Remy Amo,.055,feather,26,1 2 0,southpaw,"Port Vila, Vanuatu",8514,1,Blank,Blank,Blank,L,W,L,8513
Bryan Macamay,.055,welter,29,10 11 3,orthodox,"Paranaque City, Philippines",8515,1,L,D,W,L,L,L,8514
Nopphadon Darunphan,.055,super welter,26,1 0 0,,"Bangkok, Thailand",8516,1,Blank,Blank,Blank,Blank,Blank,W,8515
Niclas Elfstedt,.055,middle,36,9 1 0,,"Gzira, Malta",8517,1,W,W,W,W,W,W,8516
Cristian Sonora,.055,super welter,22,12 5 0,,"Gomez Palacio, Mexico",8518,1,W,L,W,W,W,W,8517
David Nikolaev,.055,middle,31,8 7 1,orthodox,"Khimki, Russia",8519,1,W,W,L,W,W,L,8518
Rasul Dibirov,.055,light heavy,30,6 3 1,orthodox,"Saint Petersburg, Russia",8520,1,L,W,W,W,W,W,8519
Christian Dominguez,.055,welter,29,10 2 0,southpaw,"Santa Ana, USA",8521,1,W,W,L,W,W,W,8520
Michael Fafera,.055,light heavy,26,6 0 0,orthodox,"York, United Kingdom",8522,1,W,W,W,W,W,W,8521
Manuel Parrini,.055,light,23,2 0 0,orthodox,"Roma, Italy",8523,1,Blank,Blank,Blank,Blank,W,W,8522
Mxolisi Nombewu,.055,bantam,,6 9 2,,"Springs, South Africa",8524,1,W,L,L,L,L,D,8523
Hashimu Sheni,.055,feather,23,2 1 0,,Tanzania,8525,1,Blank,Blank,Blank,W,L,W,8524
Tamaki Miwa,.055,feather,25,6 6 1,orthodox,"Nagoya, Japan",8526,1,W,D,W,W,L,L,8525
Anthony Hollaway,.055,heavy,26,2 1 2,orthodox,"Peoria, USA",8527,1,Blank,L,W,D,D,W,8526
Pedro Amigon,.054,super feather,26,6 15 0,,"Poblado Miguel Aleman, Mexico",8528,1,W,L,L,L,L,L,8527
Genesis Wynn,.054,welter,32,1 1 0,orthodox,"Denver, USA",8529,1,Blank,Blank,Blank,Blank,W,L,8528
Luis Pavel Cortes,.054,heavy,34,3 3 0,,"Pachuca, Mexico",8530,1,W,W,L,W,L,L,8529
Martin Robles,.054,super middle,,1 2 0,,"Ciudad Acuna, Mexico",8531,1,Blank,Blank,Blank,L,W,L,8530
Dong Chuan,.054,bantam,29,5 8 2,,"Chengdu, China",8532,1,W,L,L,L,L,L,8531
Jesus Lopez,.054,fly,,1 5 1,,"Monterrey, Mexico",8533,1,W,L,D,L,L,L,8532
Victor Rangel,.054,welter,31,16 7 3,,"Monterrey, Mexico",8534,1,L,W,W,L,L,L,8533
Damian Stanislawski,.054,middle,,4 1 0,,"Bytom, Poland",8535,1,Blank,W,W,W,W,L,8534
Carlos Efrain Flores,.054,feather,20,20 1 0,orthodox,"Tijuana, Mexico",8536,1,W,W,W,W,W,L,8535
Wilmer Vasquez,.054,heavy,39,11 0 2,orthodox,USA,8537,1,D,W,W,D,W,W,8536
Maxime Gilli,.054,light,30,4 3 2,,"Le Cannet, France",8538,1,D,D,L,W,L,L,8537
Napor Ninsaw,.054,super welter,34,3 2 1,,"Luebeck, Germany",8539,1,W,L,D,W,W,L,8538
John Cortez,.054,cruiser,29,12 8 1,,"Barcelona, Spain",8540,1,L,L,L,L,L,L,8539
Gheorghe Sabau,.054,super middle,28,11 4 1,southpaw,"Piacenza, Italy",8541,1,L,L,D,W,L,L,8540
Matthew Arcillas,.054,super fly,28,6 3 0,orthodox,"Zamboanga City, Philippines",8542,1,W,L,W,W,L,L,8541
Genaro Velarde Rodriguez,.054,feather,21,6 8 1,,"Km 43 Guadalupe Victoria, Mexico",8543,1,W,W,W,L,L,L,8542
Magomedmurad Arslanbekov,.054,cruiser,27,2 0 0,orthodox,"Kaspiysk, Russia",8544,1,Blank,Blank,Blank,Blank,W,W,8543
Arton Berisha,.054,light heavy,,10 0 0,,"Munich, Germany",8545,1,W,W,W,W,W,W,8544
Jakub Sowirko*,.054,cruiser,28,2 0 0,orthodox,"Trenton, USA",8546,1,Blank,Blank,Blank,Blank,W,W,8545
Luis Villarreal,.054,middle,44,4 1 1,,"San Antonio, USA",8547,1,W,D,W,W,W,L,8546
Mduduzi Moyo,.054,cruiser,,2 2 0,orthodox,"Bulawayo, Zimbabwe",8548,1,Blank,Blank,L,L,W,W,8547
Luis Yan Revilla,.054,super light,27,6 6 0,,"Oaxaca, Mexico",8549,1,W,L,W,L,W,L,8548
Francisco Roberto Santos,.054,bantam,20,2 3 0,,"Tonala, Mexico",8550,1,Blank,W,L,W,L,L,8549
Aaron Anderson,.054,middle,29,6 0 0,,USA,8551,1,W,W,W,W,W,W,8550
Yan Pellerin,.054,cruiser,40,10 1 0,orthodox,"Granby, Canada",8552,1,W,W,W,W,W,W,8551
Joseph Bonas,.054,super welter,27,7 1 0,orthodox,"Detroit, USA",8553,1,W,W,W,W,W,L,8552
David Mosqueda Gonzalez,.054,light,22,2 0 0,,"Ensenada, Mexico",8554,1,Blank,Blank,Blank,Blank,W,W,8553
Gavan Hornery,.054,super light,,2 2 1,,"Toowoomba, Australia",8555,1,Blank,W,L,W,D,L,8554
Shuhei Hamano,.054,super light,28,4 6 0,orthodox,"Odawara, Japan",8556,1,L,L,W,W,W,L,8555
Steve Forbes,.054,middle,43,36 14 0,orthodox,"Portland, USA",8557,1,L,L,L,L,L,W,8556
Jose Alejandro Rubio,.054,fly,23,3 1 0,,"Torreon, Mexico",8558,1,Blank,Blank,L,W,W,W,8557
Sadayuki Kai,.054,feather,23,1 2 1,orthodox,"Chita, Japan",8559,1,Blank,Blank,D,L,L,W,8558
Takuya Yamaguchi*,.054,super light,35,4 12 2,orthodox,"Hitachi, Japan",8560,1,L,L,L,L,W,L,8559
Adisak Ketpiam,.054,bantam,17,3 2 0,,Thailand,8561,1,Blank,L,W,W,W,L,8560
Conner Downs,.054,light,22,2 0 0,orthodox,"Northampton, United Kingdom",8562,1,Blank,Blank,Blank,Blank,W,W,8561
Francisco Silvens,.054,heavy,35,23 1 0,,"Santa Cruz de Barahona, Dominican Republic",8563,1,W,W,W,W,W,L,8562
Kashif Khan,.054,light,24,1 0 0,orthodox,"Walsall, United Kingdom",8564,1,Blank,Blank,Blank,Blank,Blank,W,8563
Robert Terry,.053,middle,27,4 0 0,orthodox,"Jersey City, USA",8565,1,Blank,Blank,W,W,W,W,8564
Jake Bulger,.053,light,27,10 0 0,orthodox,"Failsworth, United Kingdom",8566,1,W,W,W,W,W,W,8565
John Rey Lauza,.053,super bantam,28,13 23 5,southpaw,"Dumingag, Philippines",8567,1,L,L,L,L,L,D,8566
Masixole Langa,.053,super fly,,4 4 1,,South Africa,8568,1,D,L,W,L,W,L,8567
Ryu Oba,.053,feather,25,5 5 0,orthodox,Japan,8569,1,W,L,L,W,W,L,8568
Kevin Nicolas Espindola,.053,heavy,24,6 1 0,orthodox,"San Pedro, Argentina",8570,1,W,L,W,W,W,W,8569
Brandon Ivan Najera Flores,.053,feather,20,5 7 1,,"Aguascalientes, Mexico",8571,1,L,L,L,L,L,D,8570
Antonio Chaves Fernandez,.053,super welter,42,9 40 4,southpaw,"Brockton, USA",8572,1,L,L,L,L,L,L,8571
Janne Forsman,.053,light heavy,38,22 13 0,orthodox,"Hamina, Finland",8573,1,L,L,L,L,L,L,8572
Kenes Carneiro Mesquita,.053,welter,25,3 4 0,orthodox,"Sao Jose dos Campos, Brazil",8574,1,W,W,W,L,L,L,8573
Juan Carlos Vega,.053,bantam,39,14 9 1,orthodox,"Quito, Ecuador",8575,1,L,L,L,W,W,W,8574
Ramadhani Kumbele,.053,super fly,34,22 16 4,,"Dar-Es-Salaam, Tanzania",8576,1,L,L,L,L,L,W,8575
Juan Mancilla,.053,middle,30,1 1 0,orthodox,"East Hampton, USA",8577,1,Blank,Blank,Blank,Blank,W,L,8576
Sajid Abid,.053,welter,26,9 1 0,orthodox,"Sinfin, Derby, United Kingdom",8578,1,W,W,W,W,L,W,8577
Kazunori Yorimasa,.053,super fly,28,5 7 3,orthodox,Japan,8579,1,D,L,D,W,W,L,8578
Taylor Bull,.053,cruiser,34,3 7 0,,"Hobbema, Canada",8580,1,W,L,W,L,L,L,8579
Terrance Williams,.053,super welter,37,5 4 1,southpaw,"York, USA",8581,1,L,L,D,W,L,L,8580
Rodolfo Paterno',.053,super light,27,1 3 2,orthodox,"Ragusa, Italy",8582,1,L,W,D,D,L,L,8581
Ryan McIntosh*,.053,middle,32,3 5 0,,"Guilford, USA",8583,1,W,L,L,W,W,L,8582
Brock Smith,.053,light heavy,32,1 2 0,,USA,8584,1,Blank,Blank,Blank,L,W,L,8583
Takato Shibata,.053,feather,22,3 0 0,southpaw,"Kurashiki, Japan",8585,0.5,Blank,Blank,Blank,W,W,W,8584
Nikola Matic,.053,middle,32,17 42 0,orthodox,"Capljina, Bosnia And Herzegovina",8586,0.5,L,L,L,L,W,L,8585
Abraham Tebes,.053,cruiser,22,5 0 0,orthodox,"Iquique, Chile",8587,0.5,Blank,W,W,W,W,W,8586
Aliyah Phiri,.053,light,,2 1 0,,Zimbabwe,8588,0.5,Blank,Blank,Blank,W,W,L,8587
Ufuk Temur,.053,super middle,31,14 0 0,,"Frankfurt, Germany",8589,0.5,W,W,W,W,W,W,8588
Tinkhani Kamanga,.053,feather,,3 7 1,,"Blantyre, Malawi",8590,0.5,W,L,L,W,W,L,8589
Jetly Purisima,.053,bantam,33,21 31 4,southpaw,"General Santos City, Philippines",8591,0.5,L,L,L,L,L,L,8590
Osvaldo Ismael Acuna,.053,middle,36,7 7 1,,"Junín, Argentina",8592,0.5,W,L,L,L,W,W,8591
Janos Andras Vass,.053,welter,25,9 3 0,,"Budapest, Hungary",8593,0.5,W,W,L,L,W,L,8592
Cameron Sevilla Rivera,.053,light heavy,28,8 6 3,,"Fife, USA",8594,0.5,L,D,L,D,L,W,8593
Jesus Enrique Gonzalez Silva,.053,super light,28,2 2 1,,"Puerto Vallarta, Mexico",8595,0.5,Blank,W,W,L,D,L,8594
Shinta Aihara,.053,bantam,27,3 5 0,orthodox,"Matsudo, Japan",8596,0.5,L,W,L,W,L,L,8595
Jelo Vacalso,.052,bantam,,1 0 0,orthodox,"Digos City, Philippines",8597,0.5,Blank,Blank,Blank,Blank,Blank,W,8596
Charles Adamu,.052,super middle,43,33 15 0,orthodox,"Accra, Ghana",8598,0.5,L,L,L,L,W,L,8597
David Martin Galindo,.052,light,33,15 15 2,orthodox,"Los Mochis, Mexico",8599,0.5,W,L,W,D,L,L,8598
Luis Samuel Rodriguez,.052,light fly,,7 0 0,,"Monterrey, Mexico",8600,0.5,W,W,W,W,W,W,8599
Antonio Di Mario*,.052,middle,32,6 6 3,orthodox,"Ceccano, Italy",8601,0.5,D,W,W,L,W,L,8600
Alvin Defeo,.052,light fly,27,2 11 2,southpaw,"Las Pinas City, Philippines",8602,0.5,L,L,L,L,L,L,8601
Angel Efrain Torres,.052,middle,21,9 10 1,,"Mexicali, Mexico",8603,0.5,W,D,L,L,W,L,8602
Jake Best,.052,welter,35,6 3 0,orthodox,"Poole, United Kingdom",8604,0.5,W,W,L,W,W,L,8603
Garry Rojo,.052,super fly,26,9 15 1,orthodox,"Ubay, Philippines",8605,0.5,W,L,D,L,L,L,8604
Edgar Gonzalez,.052,feather,20,3 0 0,,"San Cristóbal Huichochitlán, Mexico",8606,0.5,Blank,Blank,Blank,W,W,W,8605
Steven Rodriguez,.052,welter,23,9 0 0,orthodox,"Anaheim, USA",8607,0.5,W,W,W,W,W,W,8606
Alan Anibal Gutierrez,.052,super welter,30,3 9 1,,"Mexico City, Mexico",8608,0.5,L,L,L,L,L,L,8607
Mudi Kuminga,.052,welter,,3 6 2,,"Lilongwe, Malawi",8609,0.5,L,L,L,L,W,W,8608
John Joyce,.052,welter,33,7 1 0,,"Lucan, Ireland",8610,0.5,W,W,W,W,W,L,8609
Luis Guillermo Berrio,.052,super middle,33,8 8 4,orthodox,"San Onofre, Colombia",8611,0.5,L,L,L,L,NC,L,8610
Dewayne Zeigler,.052,super welter,28,10 0 1,,"Montgomery, USA",8612,0.5,W,W,W,W,W,W,8611
Nico Chatschatrian,.052,light heavy,31,11 0 0,orthodox,"Hamburg, Germany",8613,0.5,W,W,W,W,W,W,8612
Oscar Maximiliano James,.052,super light,34,15 0 2,southpaw,"Quito, Ecuador",8614,0.5,D,W,W,W,W,W,8613
Moise Lohombo,.052,super middle,27,6 0 1,,"Karlsruhe, Germany",8615,0.5,W,W,W,W,D,W,8614
Callum Bradley,.052,super feather,,4 0 0,orthodox,"Omagh, United Kingdom",8616,0.5,Blank,Blank,W,W,W,W,8615
Peter Sa'lesui*,.052,cruiser,27,6 0 1,orthodox,"Melbourne, Australia",8617,0.5,W,W,W,W,D,W,8616
Vikas Singh,.052,cruiser,33,9 1 1,orthodox,"Rohtak, India",8618,0.5,D,W,W,W,W,L,8617
Alan Miranda Flores,.052,super fly,19,6 0 1,,"Guasave, Mexico",8619,0.5,W,W,W,W,D,W,8618
Sebastian Daniel Rodriguez,.052,feather,36,22 8 1,orthodox,"General Rodriguez, Argentina",8620,0.5,W,L,W,L,W,NC,8619
Bill Yates*,.052,cruiser,,5 2 0,,"Ashland, USA",8621,0.5,W,W,L,W,W,W,8620
Daniel Constantino,.052,bantam,23,5 3 2,orthodox,"Compton, USA",8622,0.5,L,D,W,L,W,W,8621
Brayan Zamarripa,.052,light,23,7 1 0,southpaw,"Ensenada, Mexico",8623,0.5,W,L,W,W,W,W,8622
Mehdi Ben Hamira,.052,heavy,,4 0 0,,"Lausanne, Switzerland",8624,0.5,Blank,Blank,W,W,W,W,8623
Roman Hardok,.052,super middle,27,6 2 0,,"Augsburg, Germany",8625,0.5,W,W,W,W,L,L,8624
Arley Carabali,.052,light,,4 1 1,,Colombia,8626,0.5,L,W,W,D,W,W,8625
Wandile Ndlela,.051,super welter,,3 4 0,,South Africa,8627,0.5,W,W,L,W,L,L,8626
Orkhan Gadzhiev*,.051,super middle,28,8 1 0,orthodox,"Kursk, Russia",8628,0.5,W,W,W,W,W,L,8627
Vaibhav Singh Yadav*,.051,welter,25,7 1 0,southpaw,"Delhi, India",8629,0.5,W,W,L,W,W,W,8628
Patrick Linkert,.051,light heavy,34,6 17 1,,"Magdeburg, Germany",8630,0.5,L,L,W,L,L,L,8629
Daichi Matsuura,.051,feather,31,7 6 2,orthodox,Japan,8631,0.5,W,W,L,W,L,L,8630
